Gene	Cell_Type
PPY	Gamma_(PP)_cells
SCGN	Gamma_(PP)_cells
FXYD2	Gamma_(PP)_cells
CMTM8	Gamma_(PP)_cells
ARX	Gamma_(PP)_cells
ETV1	Gamma_(PP)_cells
PXK	Gamma_(PP)_cells
SERTM1	Gamma_(PP)_cells
SLITRK6	Gamma_(PP)_cells
SEMA3E	Gamma_(PP)_cells
APOBEC2	Gamma_(PP)_cells
ABCC9	Gamma_(PP)_cells
NEUROD1	Gamma_(PP)_cells
PAX6	Gamma_(PP)_cells
ISL1	Gamma_(PP)_cells
CARTPT	Gamma_(PP)_cells
THSD7A	Gamma_(PP)_cells
AQP3	Gamma_(PP)_cells
ENTPD2	Gamma_(PP)_cells
PTGFR	Gamma_(PP)_cells
CHN2	Gamma_(PP)_cells
EGR3	Gamma_(PP)_cells
LMO3	Gamma_(PP)_cells
MEIS1	Gamma_(PP)_cells
FGB	Gamma_(PP)_cells
PTGDS	Gamma_delta_T_cells
GZMB	Gamma_delta_T_cells
S100B	Gamma_delta_T_cells
NKG7	Gamma_delta_T_cells
PRF1	Gamma_delta_T_cells
HOPX	Gamma_delta_T_cells
CST7	Gamma_delta_T_cells
KLRD1	Gamma_delta_T_cells
CTSW	Gamma_delta_T_cells
SPON2	Gamma_delta_T_cells
IFITM1	Gamma_delta_T_cells
GZMA	Gamma_delta_T_cells
CD247	Gamma_delta_T_cells
CLIC3	Gamma_delta_T_cells
CD7	Gamma_delta_T_cells
ADGRG1	Gamma_delta_T_cells
CCL5	Gamma_delta_T_cells
TRDC	Gamma_delta_T_cells
STMN1	Gamma_delta_T_cells
HMGB2	Gamma_delta_T_cells
TYMS	Gamma_delta_T_cells
MKI67	Gamma_delta_T_cells
UBE2C	Gamma_delta_T_cells
TUBA1B	Gamma_delta_T_cells
ASPM	Gamma_delta_T_cells
CENPA	Gamma_delta_T_cells
TOP2A	Gamma_delta_T_cells
PCNA	Gamma_delta_T_cells
AURKB	Gamma_delta_T_cells
BIRC5	Gamma_delta_T_cells
NUSAP1	Gamma_delta_T_cells
TROAP	Gamma_delta_T_cells
H2AFX	Gamma_delta_T_cells
CENPF	Gamma_delta_T_cells
CCNB1	Gamma_delta_T_cells
H2AFZ	Gamma_delta_T_cells
TRGV2	Gamma_delta_T_cells
TRGJ1	Gamma_delta_T_cells
TRGJ2	Gamma_delta_T_cells
TRDD1	Gamma_delta_T_cells
TRDD2	Gamma_delta_T_cells
TRDJ1	Gamma_delta_T_cells
TRDJ2	Gamma_delta_T_cells
TRDV1	Gamma_delta_T_cells
TRDV3	Gamma_delta_T_cells
ANPEP	Gastric_chief_cells
BHLHA15	Gastric_chief_cells
RAB3D	Gastric_chief_cells
LEP	Gastric_chief_cells
LGR5	Gastric_chief_cells
KCNQ1	Gastric_chief_cells
EGFR	Gastric_chief_cells
PRKCZ	Gastric_chief_cells
CHRM3	Gastric_chief_cells
EGFR	Germ_cells
POU5F1	Germ_cells
TFAP2C	Germ_cells
DAZL	Germ_cells
MAGEA4	Germ_cells
DDX4	Germ_cells
ZAR1	Germ_cells
TEX101	Germ_cells
PRM1	Germ_cells
TNP2	Germ_cells
FABP9	Germ_cells
ODF2	Germ_cells
CRISP2	Germ_cells
TCP11	Germ_cells
GGNBP1	Germ_cells
PHF7	Germ_cells
CREB5	Germ_cells
CETN4	Germ_cells
SLFNL1	Germ_cells
COX7B2	Germ_cells
KIF2B	Germ_cells
CCDC30	Germ_cells
LRRC57	Germ_cells
FAM209	Germ_cells
BCL2L14	Germ_cells
AQP11	Germ_cells
ADAM3	Germ_cells
TEX35	Germ_cells
SPINK2	Germ_cells
TSSK3	Germ_cells
CREB3L4	Germ_cells
TSACC	Germ_cells
SPATA46	Germ_cells
TSGA8	Germ_cells
TEKT1	Germ_cells
MORN5	Germ_cells
TMCO5	Germ_cells
OTUB2	Germ_cells
TSSK1	Germ_cells
TSKS	Germ_cells
PRDX6B	Germ_cells
H2AFB1	Germ_cells
ATL3	Germ_cells
DMRTB1	Germ_cells
WBSCR25	Germ_cells
TMCO2	Germ_cells
TUBA3A	Germ_cells
FHL5	Germ_cells
MS4A5	Germ_cells
CST8	Germ_cells
TMEM247	Germ_cells
GALNTL5	Germ_cells
OSBP2	Germ_cells
MARCH11	Germ_cells
TEX33	Germ_cells
SPATA20	Germ_cells
TUBA3B	Germ_cells
CDRT4	Germ_cells
SPATA18	Germ_cells
LRRC18	Germ_cells
SCP2D1	Germ_cells
IQCF1	Germ_cells
PGK2	Germ_cells
TULP2	Germ_cells
CMTM2A	Germ_cells
CCDC54	Germ_cells
AKAP4	Germ_cells
GTSF1	Germ_cells
PPP3R2	Germ_cells
TPPP2	Germ_cells
GSTT4	Germ_cells
LELP1	Germ_cells
NUPR1L	Germ_cells
SPERT	Germ_cells
CMTM2B	Germ_cells
CATSPERZ	Germ_cells
MAEL	Germ_cells
PGAM2	Germ_cells
TMEM53	Germ_cells
ACTRT2	Germ_cells
ROPN1	Germ_cells
RNF151	Germ_cells
IQCF3	Germ_cells
CABS1	Germ_cells
CCDC91	Germ_cells
SPATA3	Germ_cells
LRRC46	Germ_cells
PDCL2	Germ_cells
H1FNT	Germ_cells
TSSK6	Germ_cells
COX8C	Germ_cells
CETN1	Germ_cells
SPATA19	Germ_cells
TSSK2	Germ_cells
ZNRF4	Germ_cells
CYPT4	Germ_cells
SPATA24	Germ_cells
SPATA4	Germ_cells
FAM71E1	Germ_cells
FAM229A	Germ_cells
CYPT12	Germ_cells
HILS1	Germ_cells
HRASLS5	Germ_cells
GAPDHS	Germ_cells
FHL4	Germ_cells
HSPB9	Germ_cells
SPATA33	Germ_cells
SPZ1	Germ_cells
IRGC1	Germ_cells
PRM3	Germ_cells
RBAKDN	Germ_cells
DNAJB3	Germ_cells
HMGB4	Germ_cells
ROPN1L	Germ_cells
GSG1	Germ_cells
DBIL5	Germ_cells
TNP1	Germ_cells
SMCP	Germ_cells
LDHC	Germ_cells
PRM2	Germ_cells
DNAAF1	Germ_cells
ACYP1	Germ_cells
SORD	Germ_cells
DKKL1	Germ_cells
RSPH1	Germ_cells
COX6B2	Germ_cells
MLF1	Germ_cells
SMIM24	Germ_cells
SPA17	Germ_cells
MEIG1	Germ_cells
FKBP6	Germ_cells
TAF7L	Germ_cells
TEX19.1	Germ_cells
SYCP1	Germ_cells
SOHLH1	Germ_cells
SLC25A31	Germ_cells
PHF13	Germ_cells
EGR4	Germ_cells
SMC1B	Germ_cells
TEX15	Germ_cells
MOV10L1	Germ_cells
TRAP1A	Germ_cells
WDR5	Germ_cells
DMRT1	Germ_cells
STRA8	Germ_cells
ZMYND19	Germ_cells
MDN1	Germ_cells
PIWIL2	Germ_cells
CYCT	Germ_cells
NR6A1	Germ_cells
RSBN1L	Germ_cells
DYNLT1	Germ_cells
PARN	Germ_cells
MKI67	Germ_cells
CHEK1	Germ_cells
BRCA1	Germ_cells
DMC1	Germ_cells
MRPL14	Germ_cells
MLH3	Germ_cells
SPAG6	Germ_cells
ZPBP2	Germ_cells
DNAH6	Germ_cells
CAMK4	Germ_cells
CREM	Germ_cells
MYO1D	Germ_cells
HOOK1	Germ_cells
DRD2	Glomus_cells
NOS1	Glomus_cells
PHOX2B	Glomus_cells
TH	Glomus_cells
HMOX2	Glomus_cells
NDUFA4L2	Glomus_cells
COX4I2	Glomus_cells
IL1R1	Glomus_cells
TNFRSF1A	Glomus_cells
CTH	Glomus_cells
CBS	Glomus_cells
GJA1	Glomus_cells
KCNK3	Glomus_cells
ASIC1	Glomus_cells
ASIC3	Glomus_cells
CALD1	Glomus_cells
COL4A1	Glomus_cells
VIM	Glomus_cells
EPAS1	Glomus_cells
GFRA1	Glomus_cells
GFRA2	Glomus_cells
GAP43	Glomus_cells
MMP9	Glomus_cells
IL6ST	Glomus_cells
KCNJ11	Glomus_cells
KCNJ8	Glomus_cells
ABCC8	Glomus_cells
KCNK9	Glomus_cells
SLC17A7	Glutaminergic_neurons
SLC17A6	Glutaminergic_neurons
GRIN1	Glutaminergic_neurons
GRIN2B	Glutaminergic_neurons
GLS	Glutaminergic_neurons
MEIS2	Glutaminergic_neurons
SLC17A8	Glutaminergic_neurons
SLC1A1	Glutaminergic_neurons
SLC1A2	Glutaminergic_neurons
SLC1A6	Glutaminergic_neurons
SLC6A9	Glycinergic_neurons
SLC32A1	Glycinergic_neurons
CREB3L1	Goblet_cells
NLRP6	Goblet_cells
MUC5AC	Goblet_cells
MUC2	Goblet_cells
SLC9A8	Goblet_cells
OTOGL	Goblet_cells
ITLN1	Goblet_cells
AQP3	Goblet_cells
CDON	Goblet_cells
MUC4	Goblet_cells
MUC5B	Goblet_cells
TMEM207	Goblet_cells
TFF3	Goblet_cells
AGR2	Goblet_cells
CDX2	Goblet_cells
KRT7	Goblet_cells
KRT20	Goblet_cells
MUC3	Goblet_cells
GUCA2A	Goblet_cells
PHGR1	Goblet_cells
MUC13	Goblet_cells
FCGBP	Goblet_cells
CLCA1	Goblet_cells
ZG16	Goblet_cells
TPSG1	Goblet_cells
GALNT12	Goblet_cells
ATOH1	Goblet_cells
REP15	Goblet_cells
PDIA5	Goblet_cells
PLA2G10	Goblet_cells
KLK1	Goblet_cells
SPDEF	Goblet_cells
LRRC26	Goblet_cells
BACE2	Goblet_cells
MANF	Goblet_cells
CCL9	Goblet_cells
SPINK4	Goblet_cells
AMH	Granulosa_cells
MCAM	Granulosa_cells
KITL	Granulosa_cells
BOK	Granulosa_cells
ADAMTS1	Granulosa_cells
LOX	Granulosa_cells
FHL1	Granulosa_cells
INHA	Granulosa_cells
HSD3B1	Granulosa_cells
AKR1CL	Granulosa_cells
HTRA1	Granulosa_cells
GAPDH	Granulosa_cells
TNNI3	Granulosa_cells
HSD17B1	Granulosa_cells
HJURP	Granulosa_cells
FSHR	Granulosa_cells
FOXL2	Granulosa_cells
CYP19A1	Granulosa_cells
ETV2	Hemangioblasts
T	Hemangioblasts
TAL1	Hemangioblasts
THY1	Hematopoietic_stem_cells
MPL	Hematopoietic_stem_cells
KIT	Hematopoietic_stem_cells
PROM1	Hematopoietic_stem_cells
FLT3	Hematopoietic_stem_cells
SLAMF1	Hematopoietic_stem_cells
CXCR4	Hematopoietic_stem_cells
TEK	Hematopoietic_stem_cells
ABCG2	Hematopoietic_stem_cells
BAALC	Hematopoietic_stem_cells
SPN	Hematopoietic_stem_cells
CDCP1	Hematopoietic_stem_cells
MYADM	Hematopoietic_stem_cells
TGFB2	Hematopoietic_stem_cells
PTPRE	Hematopoietic_stem_cells
TAF7	Hematopoietic_stem_cells
GATA2	Hematopoietic_stem_cells
GPR171	Hematopoietic_stem_cells
ANGPT1	Hematopoietic_stem_cells
PROCR	Hematopoietic_stem_cells
NFE2	Hematopoietic_stem_cells
NKX2-3	Hematopoietic_stem_cells
HHEX	Hematopoietic_stem_cells
MEIS1	Hematopoietic_stem_cells
LYL1	Hematopoietic_stem_cells
ELF1	Hematopoietic_stem_cells
HLF	Hematopoietic_stem_cells
RGS18	Hematopoietic_stem_cells
MYCT1	Hematopoietic_stem_cells
ADGRG1	Hematopoietic_stem_cells
DNMT3B	Hematopoietic_stem_cells
MYCN	Hematopoietic_stem_cells
ARID3A	Hematopoietic_stem_cells
ITGA2B	Hematopoietic_stem_cells
GATA3	Hematopoietic_stem_cells
ROBO4	Hematopoietic_stem_cells
PITX2	Hematopoietic_stem_cells
TXNIP	Hematopoietic_stem_cells
RUNX1	Hematopoietic_stem_cells
PTPRS	Hematopoietic_stem_cells
PTPRC	Hematopoietic_stem_cells
CD44	Hematopoietic_stem_cells
GFI1	Hematopoietic_stem_cells
CD48	Hematopoietic_stem_cells
HMGB3	Hematopoietic_stem_cells
TLR2	Hematopoietic_stem_cells
APC	Hematopoietic_stem_cells
GNL3	Hematopoietic_stem_cells
MGST1	Hematopoietic_stem_cells
G0S2	Hematopoietic_stem_cells
PRNP	Hematopoietic_stem_cells
CD34	Hematopoietic_stem_cells
BMI1	Hematopoietic_stem_cells
ITGA4	Hematopoietic_stem_cells
ANPEP	Hematopoietic_stem_cells
CD33	Hematopoietic_stem_cells
IL3RA	Hematopoietic_stem_cells
HLX	Hematopoietic_stem_cells
NKX3-1	Hematopoietic_stem_cells
THSD1	Hematopoietic_stem_cells
NCOR2	Hematopoietic_stem_cells
EGR1	Hematopoietic_stem_cells
FGD5	Hematopoietic_stem_cells
MECOM	Hematopoietic_stem_cells
CTNNAL1	Hematopoietic_stem_cells
VWF	Hematopoietic_stem_cells
PBX2	Hematopoietic_stem_cells
TAL1	Hematopoietic_stem_cells
ERG	Hematopoietic_stem_cells
NEO1	Hematopoietic_stem_cells
EGR3	Hematopoietic_stem_cells
MAFF	Hematopoietic_stem_cells
ITGA6	Hematopoietic_stem_cells
GJB1	Hematopoietic_stem_cells
CDH2	Hematopoietic_stem_cells
ALDH1A1	Hematopoietic_stem_cells
GFI1B	Hematopoietic_stem_cells
NOTCH1	Hematopoietic_stem_cells
NOTCH2	Hematopoietic_stem_cells
PLXDC2	Hematopoietic_stem_cells
ESAM	Hematopoietic_stem_cells
ACE	Hematopoietic_stem_cells
TRPC6	Hematopoietic_stem_cells
HOXB5	Hematopoietic_stem_cells
TET2	Hematopoietic_stem_cells
ADAMTS13	Hepatic_stellate_cells
CYGB	Hepatic_stellate_cells
PPARG	Hepatic_stellate_cells
PDGFRA	Hepatic_stellate_cells
RGS5	Hepatic_stellate_cells
PPARA	Hepatic_stellate_cells
FOXF1	Hepatic_stellate_cells
ALB	Hepatic_stellate_cells
NR1H4	Hepatic_stellate_cells
CTGF	Hepatic_stellate_cells
SEMA7A	Hepatic_stellate_cells
PNPLA3	Hepatic_stellate_cells
WT1	Hepatic_stellate_cells
FGF10	Hepatic_stellate_cells
GFAP	Hepatic_stellate_cells
NGFR	Hepatic_stellate_cells
VEGFA	Hepatic_stellate_cells
ACTA2	Hepatic_stellate_cells
MYB	Hepatic_stellate_cells
DES	Hepatic_stellate_cells
FAP	Hepatic_stellate_cells
SLC8A1	Hepatic_stellate_cells
RELN	Hepatic_stellate_cells
SYP	Hepatic_stellate_cells
VCL	Hepatic_stellate_cells
TIMP1	Hepatic_stellate_cells
COL1A1	Hepatic_stellate_cells
TAGLN	Hepatic_stellate_cells
COL1A2	Hepatic_stellate_cells
COL3A1	Hepatic_stellate_cells
SPARC	Hepatic_stellate_cells
RBP1	Hepatic_stellate_cells
DCN	Hepatic_stellate_cells
MYL9	Hepatic_stellate_cells
TPM2	Hepatic_stellate_cells
MEG3	Hepatic_stellate_cells
BGN	Hepatic_stellate_cells
IGFBP7	Hepatic_stellate_cells
IGFBP3	Hepatic_stellate_cells
CYR61	Hepatic_stellate_cells
OLFML3	Hepatic_stellate_cells
IGFBP6	Hepatic_stellate_cells
CCL2	Hepatic_stellate_cells
COLEC11	Hepatic_stellate_cells
HGF	Hepatic_stellate_cells
AFP	Hepatoblasts
ALB	Hepatoblasts
CEBPA	Hepatoblasts
KRT14	Hepatoblasts
DLK1	Hepatoblasts
CDH1	Hepatoblasts
FOXM1	Hepatoblasts
GGT1	Hepatoblasts
HNF4A	Hepatoblasts
PROX1	Hepatoblasts
MAP2K4	Hepatoblasts
SMAD5	Hepatoblasts
KRT18	Hepatoblasts
KRT8	Hepatoblasts
HNF1B	Hepatoblasts
HHEX	Hepatoblasts
MET	Hepatoblasts
FOSL1	Hepatocytes
EPPK1	Hepatocytes
UCP2	Hepatocytes
GCK	Hepatocytes
LRP5	Hepatocytes
SLC10A1	Hepatocytes
NOS2	Hepatocytes
ATP7B	Hepatocytes
HNF4A	Hepatocytes
GJB2	Hepatocytes
FGFR4	Hepatocytes
PROX1	Hepatocytes
CRP	Hepatocytes
SLC2A2	Hepatocytes
TFR2	Hepatocytes
KIF13B	Hepatocytes
LIPC	Hepatocytes
VDR	Hepatocytes
ASGR1	Hepatocytes
ARG1	Hepatocytes
AFP	Hepatocytes
ALB	Hepatocytes
G6PC	Hepatocytes
OTC	Hepatocytes
UGT1A1	Hepatocytes
ZHX2	Hepatocytes
HHEX	Hepatocytes
FOXA3	Hepatocytes
FOXA2	Hepatocytes
FOXA1	Hepatocytes
CYP7A1	Hepatocytes
CYP2E1	Hepatocytes
CYP1A2	Hepatocytes
CEBPA	Hepatocytes
CDH1	Hepatocytes
GPC3	Hepatocytes
AHR	Hepatocytes
CYP1A1	Hepatocytes
NR1I3	Hepatocytes
CPS1	Hepatocytes
GLS2	Hepatocytes
PCK1	Hepatocytes
FCNA	Hepatocytes
TAT	Hepatocytes
WT1	Hepatocytes
PRRG4	Hepatocytes
SULT1A1	Hepatocytes
APOH	Hepatocytes
CTNNB1	Hepatocytes
ABCC3	Hepatocytes
FGB	Hepatocytes
AQP3	Hepatocytes
PLSCR1	Hepatocytes
FGA	Hepatocytes
APOB	Hepatocytes
ANG	Hepatocytes
ANXA13	Hepatocytes
SAT2	Hepatocytes
SFRP5	Hepatocytes
A1CF	Hepatocytes
APOA1	Hepatocytes
BNIP3	Hepatocytes
FGL1	Hepatocytes
PAH	Hepatocytes
SERPINA6	Hepatocytes
APOA2	Hepatocytes
AZGP1	Hepatocytes
FGG	Hepatocytes
APOC3	Hepatocytes
DEFB1	Hepatocytes
TM4SF4	Hepatocytes
GC	Hepatocytes
AMBP	Hepatocytes
ORM1	Hepatocytes
TTR	Hepatocytes
SERPINA1C	Hepatocytes
GULO	Hepatocytes
CYP2F2	Hepatocytes
HAL	Hepatocytes
ASS1	Hepatocytes
HMGCS1	Hepatocytes
ACSS2	Hepatocytes
TM7SF2	Hepatocytes
SEC16B	Hepatocytes
SLBP	Hepatocytes
RND3	Hepatocytes
BCHE	Hepatocytes
GHR	Hepatocytes
ALDH6A1	Hepatocytes
MASP2	Hepatocytes
HAMP	Hepatocytes
GLUL	Hepatocytes
ACLY	Hepatocytes
ASL	Hepatocytes
MUP3	Hepatocytes
TMEM97	Hepatocytes
CP	Hepatocytes
SLPI	Hepatocytes
ACAT2	Hepatocytes
TM4SF5	Hepatocytes
MSMO1	Hepatocytes
LEPR	Hepatocytes
RCAN1	Hepatocytes
AR	Hepatocytes
PLIN1	Hepatocytes
RPP25L	Hepatocytes
HSD11B1	Hepatocytes
APOM	Hepatocytes
TKFC	Hepatocytes
G0S2	Hepatocytes
PON3	Hepatocytes
TTC36	Hepatocytes
GOLT1A	Hepatocytes
FST	Hepatocytes
MCC	Hepatocytes
AQP9	Hepatocytes
GSTA2	Hepatocytes
NNT	Hepatocytes
SAA4	Hepatocytes
MRPS18C	Hepatocytes
OCIAD1	Hepatocytes
APOA5	Hepatocytes
ENTPD5	Hepatocytes
C4B	Hepatocytes
EID2	Hepatocytes
ATIC	Hepatocytes
SERPINH1	Hepatocytes
SAMD5	Hepatocytes
GRB14	Hepatocytes
ABCD3	Hepatocytes
RHOB	Hepatocytes
EPB41L4B	Hepatocytes
GPAT4	Hepatocytes
SPTBN1	Hepatocytes
SDC2	Hepatocytes
PHLDA1	Hepatocytes
WTAP	Hepatocytes
ACADM	Hepatocytes
GJA5	His_bundle_cells
GJC1	His_bundle_cells
KCNK3	His_bundle_cells
PAX6	Immature_neurons
PCLO	Immature_neurons
CUX2	Immature_neurons
SLC12A5	Immature_neurons
POMC	Immature_neurons
STIM2	Immature_neurons
RAX	Immature_neurons
CUL5	Immature_neurons
HIVEP2	Immature_neurons
FUT9	Immature_neurons
TBR1	Immature_neurons
PROX1	Immature_neurons
NTRK3	Immature_neurons
RND2	Immature_neurons
FEZF2	Immature_neurons
SOX5	Immature_neurons
ROBO1	Immature_neurons
EPHA7	Immature_neurons
EPHA3	Immature_neurons
YY2	Immature_neurons
SLC1A1	Immature_neurons
NOTCH3	Immature_neurons
NOTCH1	Immature_neurons
LHX6	Immature_neurons
NES	Immature_neurons
RBFOX3	Immature_neurons
CREB1	Immature_neurons
NEUROD1	Immature_neurons
ASCL1	Immature_neurons
NTRK1	Immature_neurons
SYN1	Immature_neurons
NF1	Immature_neurons
BCL2	Immature_neurons
SLC6A5	Immature_neurons
FOXD2	Immature_neurons
ICAM5	Immature_neurons
SSTR2	Immature_neurons
NEUROG2	Immature_neurons
FOXI1	Intercalated_cells
SLC26A11	Intercalated_cells
CLCNKB	Intercalated_cells
SLC4A1	Intercalated_cells
SLC26A4	Intercalated_cells
ATP6V1B1	Intercalated_cells
SLC4A8	Intercalated_cells
AQP6	Intercalated_cells
ATP6V1C2	Intercalated_cells
ATP6V1G3	Intercalated_cells
ATP6V0D2	Intercalated_cells
OXGR1	Intercalated_cells
RHCG	Intercalated_cells
TMEM213	Intercalated_cells
EGF	Intercalated_cells
FXYD2	Intercalated_cells
AVPR1A	Intercalated_cells
CLCNKA	Intercalated_cells
RHBG	Intercalated_cells
DMRT2	Intercalated_cells
P2RY14	Intercalated_cells
AP1S3	Intercalated_cells
INSRR	Intercalated_cells
JAG1	Intercalated_cells
ADGRF5	Intercalated_cells
CALB1	Interneurons
CCK	Interneurons
CHAT	Interneurons
VSX2	Interneurons
EN1	Interneurons
ETV1	Interneurons
EVX1	Interneurons
GAD1	Interneurons
ISL1	Interneurons
LHX1	Interneurons
LHX5	Interneurons
LHX3	Interneurons
LHX6	Interneurons
GRM1	Interneurons
NPY	Interneurons
OPRM1	Interneurons
GRIN2D	Interneurons
NOS1	Interneurons
PVALB	Interneurons
PAX2	Interneurons
SST	Interneurons
TACR1	Interneurons
VIP	Interneurons
CRHR1	Interneurons
PACSIN1	Interneurons
SYN1	Interneurons
FGF12	Interneurons
NXPH1	Interneurons
SYT7	Interneurons
PTPRO	Interneurons
DLGAP1	Interneurons
GNG4	Interneurons
HAP1	Interneurons
SHISA8	Interneurons
PCBP3	Interneurons
ABAT	Interneurons
PCP4L1	Interneurons
GAL	Interneurons
TH	Interneurons
SYNPR	Interneurons
TRH	Interneurons
ADCY8	Interneurons
CTGF	Interneurons
EML5	Interneurons
TMEM132D	Interneurons
BACE1	Interneurons
CACNG2	Interneurons
ISCA1	Interneurons
LPGAT1	Interneurons
NAT14	Interneurons
SLC12A5	Interneurons
DEPTOR	Interneurons
SLC22A15	Interneurons
PDE4A	Interneurons
CACNA1I	Interneurons
FRYL	Interneurons
CAR11	Interneurons
SURF1	Interneurons
TRIM9	Interneurons
KCNC1	Interneurons
RAB3B	Interneurons
CDK17	Interneurons
RGS17	Interneurons
ABCC5	Interneurons
RAB26	Interneurons
VLDLR	Interneurons
CACNG7	Interneurons
INAFM1	Interneurons
BRINP1	Interneurons
PIANP	Interneurons
CPLX1	Interneurons
SHISA6	Interneurons
DHRS3	Interneurons
GRIA4	Interneurons
NRSN2	Interneurons
CDHR1	Interneurons
ABR	Interneurons
NRN1	Interneurons
HIVEP2	Interneurons
NXPH4	Interneurons
CDH4	Interneurons
CHST1	Interneurons
SHISA9	Interneurons
EOMES	Interneurons
NMB	Interneurons
LY6G6E	Interneurons
CALN1	Interneurons
CASK	Interneurons
CACNA1E	Interneurons
FAM81A	Interneurons
CAMKV	Interneurons
ARHGAP21	Interneurons
DDN	Interneurons
SV2B	Interneurons
FRRS1L	Interneurons
ACSL4	Interneurons
CAMK4	Interneurons
NPTXR	Interneurons
LINGO1	Interneurons
HPCAL4	Interneurons
LMO3	Interneurons
LYPD1	Interneurons
CHN1	Interneurons
NRGN	Interneurons
SLC17A7	Interneurons
CAMK2A	Interneurons
PRKCB	Interneurons
NCALD	Interneurons
RAB15	Interneurons
FBXW11	Interneurons
ADCY1	Interneurons
FBXO11	Interneurons
IGSF21	Interneurons
SRGAP3	Interneurons
NTNG1	Interneurons
MAGEE1	Interneurons
SCAMP1	Interneurons
PSD3	Interneurons
RORA	Interneurons
DCAF7	Interneurons
VGF	Interneurons
EID2	Interneurons
RGMA	Interneurons
SCRT1	Interneurons
POU2F2	Interneurons
NBEA	Interneurons
SRGAP1	Interneurons
FCHSD2	Interneurons
SLC16A1	Interneurons
SLC36A1	Interneurons
ATG12	Interneurons
SLC17A6	Interneurons
AGAP1	Interneurons
ZDHHC22	Interneurons
ACBD5	Interneurons
AQP4	Interneurons
TMEM163	Interneurons
ZDHHC17	Interneurons
KITL	Interneurons
ZIC4	Interneurons
NEFM	Interneurons
L1CAM	Interneurons
IDS	Interneurons
DNM3	Interneurons
DNAJC6	Interneurons
ADGRA1	Interneurons
DZANK1	Interneurons
SCN2B	Interneurons
HSPA12A	Interneurons
SYT13	Interneurons
RAMP3	Interneurons
LYNX1	Interneurons
KCNA2	Interneurons
OXR1	Interneurons
DISP2	Interneurons
PCSK2	Interneurons
SHOX2	Interneurons
SCN8A	Interneurons
AAK1	Interneurons
GABRA4	Interneurons
NRIP3	Interneurons
HLF	Interneurons
PRKCD	Interneurons
PTPN3	Interneurons
KCNC2	Interneurons
CDKL5	Interneurons
CCDC136	Interneurons
KCNMA1	Interneurons
SPOCK3	Interneurons
PTPN4	Interneurons
PDP1	Interneurons
RGS7BP	Interneurons
PLCB4	Interneurons
GABBR2	Interneurons
ELMO1	Interneurons
ADARB1	Interneurons
ILDR2	Interneurons
AKAP8L	Interneurons
SPTY2D1	Interneurons
PCF11	Interneurons
PARM1	Interneurons
PITX2	Interneurons
PITX1	Interneurons
CLDN9	Interneurons
TCEAL3	Interneurons
KCNK9	Interneurons
TSHB	Interneurons
RORB	Interneurons
GATA2	Interneurons
TIMELESS	Interneurons
CXCL14	Interneurons
APOC3	Interneurons
CES1D	Interneurons
CGA	Interneurons
ADORA2A	Interneurons
RPRML	Interneurons
CACNB1	Interneurons
KCNQ5	Interneurons
PRKCG	Interneurons
GABRA5	Interneurons
PAX6	Interneurons
PNOC	Interneurons
HTR3A	Interneurons
RELN	Interneurons
CALB2	Interneurons
PDE1A	Interneurons
ADGRL2	Interneurons
KCNIP2	Interneurons
RGS10	Interneurons
NOV	Interneurons
CPNE5	Interneurons
SLC5A7	Interneurons
CRH	Interneurons
GDA	Interneurons
SEMA3E	Interneurons
DLX1	Interneurons
DLX2	Interneurons
DLX5	Interneurons
ARX	Interneurons
NDNF	Interneurons
FOXI1	Ionocytes
CFTR	Ionocytes
ASCL3	Ionocytes
CYP2F2	Ionocytes
SCGB1A1	Ionocytes
FOXN4	Ionocytes
TFCP2L1	Ionocytes
SLC12A2	Ionocytes
CLCNKB	Ionocytes
KCNMA1	Ionocytes
SLC9A4	Ionocytes
SLC9A7	Ionocytes
TRPV4	Juxtaglomerular_cells
TH	Juxtaglomerular_cells
REN1	Juxtaglomerular_cells
AKR1B7	Juxtaglomerular_cells
ACTA2	Juxtaglomerular_cells
MYH11	Juxtaglomerular_cells
CNN1	Juxtaglomerular_cells
FLG	Keratinocytes
KPRP	Keratinocytes
ICAM1	Keratinocytes
IVL	Keratinocytes
TGM1	Keratinocytes
KRT1	Keratinocytes
KRT5	Keratinocytes
KRT14	Keratinocytes
KRT16	Keratinocytes
KRT17	Keratinocytes
LAMA5	Keratinocytes
LCN2	Keratinocytes
PLEC	Keratinocytes
SPRR1A	Keratinocytes
SPRR1B	Keratinocytes
GJB3	Keratinocytes
IRF3	Keratinocytes
LAMC2	Keratinocytes
SIRT7	Keratinocytes
RIPK4	Keratinocytes
REL	Keratinocytes
IL13RA1	Keratinocytes
SGPP1	Keratinocytes
PKP3	Keratinocytes
PKP1	Keratinocytes
ANXA8	Keratinocytes
TRIM29	Keratinocytes
DSC3	Keratinocytes
FST	Keratinocytes
AQP3	Keratinocytes
KRT15	Keratinocytes
S100A14	Keratinocytes
DMKN	Keratinocytes
ENTPD2	Keratinocytes
FGF5	Keratinocytes
NGFR	Keratinocytes
TFAP2A	Keratinocytes
LGALS7	Keratinocytes
CXCL1	Keratinocytes
CCL2	Keratinocytes
SFN	Keratinocytes
KRT10	Keratinocytes
SBSN	Keratinocytes
KRT84	Keratinocytes
KRT36	Keratinocytes
OSR1	Kidney_progenitor_cells
